person	organization	position	notes	g_e
Hirsch / John L.	Council on Foreign Relations			
Hirschhorn / Abigail M.	Council on Foreign Relations			
Hirsh / Michael P.	Council on Foreign Relations			
Hitz / Frederick P.	Council on Foreign Relations			
Hoagland / Jim	Council on Foreign Relations			
Hoar / Joseph Paul	Council on Foreign Relations			
Hobson / H. Lee	Council on Foreign Relations			
Hochberg / Fred Philip	Council on Foreign Relations			
Hockfield / Susan	Council on Foreign Relations			f-W
Hodes / Matthew	Council on Foreign Relations			
Hodin / Michael W.	Council on Foreign Relations			
Hoeber / Amoretta M.	Council on Foreign Relations			
Hoehn / Andrew R.	Council on Foreign Relations			
Hoehn / William E. Jr.	Council on Foreign Relations			
Hoenlein / Malcolm I.	Council on Foreign Relations			
Hof / Frederic C.	Council on Foreign Relations			
Hoffman / A. Michael	Council on Foreign Relations			
Hoffman / Bruce	Council on Foreign Relations			
Hoffmann / Stanley	Council on Foreign Relations			
Hogan / Jeffrey N.	Council on Foreign Relations			
Hogan / Timothy	Council on Foreign Relations			
Hoge / James F. Jr.	Council on Foreign Relations			
Hoge / Warren	Council on Foreign Relations			
Hoguet / George Roberts	Council on Foreign Relations			
Hoinkes / Mary Elizabeth	Council on Foreign Relations			
Holcomb / Scott	Council on Foreign Relations			
Holden / John L.	Council on Foreign Relations			
Holdren / John P.	Council on Foreign Relations			
Holewinski / Sarah Theresa	Council on Foreign Relations			
Holgate / Laura S. H.	Council on Foreign Relations			
Hollick / Ann Lorraine	Council on Foreign Relations			
Holliday / Stuart W.	Council on Foreign Relations			
Hollifield / James Frank	Council on Foreign Relations			
Holloway / Dwight F. Jr.	Council on Foreign Relations			
Holmes / Henry Allen	Council on Foreign Relations			
Holmes / Kim R.	Council on Foreign Relations			
Holmes / Stephen T.	Council on Foreign Relations			
Holt / Blaine D.	Council on Foreign Relations			
Holtschneider / Dennis H.	Council on Foreign Relations			
Holtzman / Elizabeth	Council on Foreign Relations			
Holum / John D.	Council on Foreign Relations			
Hooda / Sheila	Council on Foreign Relations			
Hooker / Richard D. Jr.	Council on Foreign Relations			
Hope / Judith Richards	Council on Foreign Relations			f-W
Hope / Richard O.	Council on Foreign Relations			
Horlick / Gary N.	Council on Foreign Relations			
Hormats / Robert D.	Council on Foreign Relations			
Horn / Karen N.	Council on Foreign Relations			f-W
Horn / Sally K.	Council on Foreign Relations			
Horner / Matina Souretis	Council on Foreign Relations			
Hornig / George R.	Council on Foreign Relations			
Hornik / Richard H.	Council on Foreign Relations			
Hornthal / James	Council on Foreign Relations			
Horton / Robert Scott	Council on Foreign Relations			
Hosmer / Bradley C.	Council on Foreign Relations			
Hoston / Germaine A.	Council on Foreign Relations			
Hottelet / Richard C.	Council on Foreign Relations			
Houck / James W.	Council on Foreign Relations			
Houghton / Amory Jr.	Council on Foreign Relations			
Houghton / James R.	Council on Foreign Relations			
House / Karen Elliott	Council on Foreign Relations			
Houser / Trevor	Council on Foreign Relations			
Howard / A. E. Dick	Council on Foreign Relations			
Howard / Christopher Bernard	Council on Foreign Relations			
Howard / Ivana	Council on Foreign Relations			
Howard / Lyndsay C.	Council on Foreign Relations			
Howard / M. William Jr.	Council on Foreign Relations			
Howell / Ernest M.	Council on Foreign Relations			
Howk / Jason	Council on Foreign Relations			
Howson / Nicholas Calcina	Council on Foreign Relations			
Hrynkow / Sharon H.	Council on Foreign Relations			
Hsu / Ta-Lin	Council on Foreign Relations			
Huang / Eugene J.	Council on Foreign Relations			
Hubbard / Allan B.	Council on Foreign Relations			
Hubbard / R. Glenn	Council on Foreign Relations			m-W
Huber / Richard L.	Council on Foreign Relations			
Huberman / Benjamin	Council on Foreign Relations			
Hudson / Manley O. Jr.	Council on Foreign Relations			
Hudson / Michael C.	Council on Foreign Relations			
Huebner / Lee W.	Council on Foreign Relations			
Huey / John W. Jr.	Council on Foreign Relations			
Huey Evans / Gay J.	Council on Foreign Relations			
Hufbauer / Gary C.	Council on Foreign Relations			
Hughes / Lynn N.	Council on Foreign Relations			
Hughes / R. John	Council on Foreign Relations			
Hughes / Thomas Lowe	Council on Foreign Relations			
Hull / Edmund J.	Council on Foreign Relations			
Hulsman / John C.	Council on Foreign Relations			
Hultman / Tamela	Council on Foreign Relations			
Hultquist / Timothy A.	Council on Foreign Relations			
Hume / Cameron R.	Council on Foreign Relations			
Hume / Ellen H.	Council on Foreign Relations			
Hummer-Tuttle / Maria	Council on Foreign Relations			
Hunker / Jeffrey A.	Council on Foreign Relations			
Hunt / David A.	Council on Foreign Relations			
Hunt / Kathleen E.	Council on Foreign Relations			
Hunt / Swanee	Council on Foreign Relations			
Hunter / Robert E.	Council on Foreign Relations			
Hunter / Shireen T.	Council on Foreign Relations			
Hunter / Thomas O.	Council on Foreign Relations			
Hunter / William Curt	Council on Foreign Relations			m-B
Hunter-Gault / Charlayne	Council on Foreign Relations			
Huntington / Patricia Skinner	Council on Foreign Relations			
Hurd / Joseph K. III	Council on Foreign Relations			
Hurlock / James B.	Council on Foreign Relations			
Hurst / Robert J.	Council on Foreign Relations			m-W
Hurwitz / Sol	Council on Foreign Relations			
Huszar / Andrew C.	Council on Foreign Relations			
Hutchings / Robert L.	Council on Foreign Relations			
Hutchins / Glenn H.	Council on Foreign Relations			m-W
Huyck / Philip M.	Council on Foreign Relations			
Hyatt / Joel Z.	Council on Foreign Relations			m-W
Hyland / Richard	Council on Foreign Relations			
Hyman / Allen I.	Council on Foreign Relations			
Ibargüen / Diego	Council on Foreign Relations			
Ignatius / Adi	Council on Foreign Relations			
Ignatius / David R.	Council on Foreign Relations			
Ijaz / Mansoor	Council on Foreign Relations			
Ikenberry / G. John	Council on Foreign Relations			
Immergut / Mel M.	Council on Foreign Relations			
Inderfurth / Karl F.	Council on Foreign Relations			
Indyk / Martin S.	Council on Foreign Relations			
Ingber / Rebecca	Council on Foreign Relations			
Inman / Bobby R.	Council on Foreign Relations			
Intriligator / Michael D.	Council on Foreign Relations			
Irish / Leon E.	Council on Foreign Relations			
Irvin / Patricia L.	Council on Foreign Relations			
Isaacs / Maxine	Council on Foreign Relations			
Isaacson / Walter S.	Council on Foreign Relations			m-W
Iseman / Frederick J.	Council on Foreign Relations			
Isenberg / Steven L.	Council on Foreign Relations			
Isham / Christopher	Council on Foreign Relations			
Iskenderian / Mary Ellen	Council on Foreign Relations			
Ispahani / Mahnaz	Council on Foreign Relations			
Istel / Yves-André	Council on Foreign Relations			
Itoh / William H.	Council on Foreign Relations			
Ivester / M. Douglas	Council on Foreign Relations			m-W
Izlar / William H. Jr.	Council on Foreign Relations			
Jabber / Paul	Council on Foreign Relations			
Jackelen / Henry R.	Council on Foreign Relations			
Jackley / Jessica	Council on Foreign Relations			
Jacklin / Nancy P.	Council on Foreign Relations			
Jackson / Bruce Pitcairn	Council on Foreign Relations			
Jackson / Jesse L. Sr.	Council on Foreign Relations			
Jackson / John H.	Council on Foreign Relations			
Jackson / Lois M.	Council on Foreign Relations			
Jackson / Sarah	Council on Foreign Relations			
Jacobs / Kenneth M.	Council on Foreign Relations			
Jacobs / Lawrence A.	Council on Foreign Relations			
Jacobson / Mark R.	Council on Foreign Relations			
Jacoby / Charles H. Jr.	Council on Foreign Relations			
Jaffe / Amy Myers	Council on Foreign Relations			
James / Francis John	Council on Foreign Relations			
Janes / Jackson	Council on Foreign Relations			
Janis / Mark Weston	Council on Foreign Relations			
Janke / Aleksandra	Council on Foreign Relations			
Janklow / Morton L.	Council on Foreign Relations			
Janow / Merit E.	Council on Foreign Relations			
Jaquette / Jane S.	Council on Foreign Relations			
Jarvis / Nancy A.	Council on Foreign Relations			
Jayanti / Anuradha T.	Council on Foreign Relations			
Jebb / Cindy R.	Council on Foreign Relations			
Jeffery / Reuben III	Council on Foreign Relations			
Jeffrey / James Franklin	Council on Foreign Relations			
Jehl / Douglas	Council on Foreign Relations			
Jenevein / E. Patrick III	Council on Foreign Relations			
Jenkins / Bonnie D.	Council on Foreign Relations			
Jenkins / Carol	Council on Foreign Relations			
Jensen / Kenneth D. M.	Council on Foreign Relations			
Jervis / Robert	Council on Foreign Relations			
Jessup / Philip C. Jr.	Council on Foreign Relations			
Jeter / Howard F.	Council on Foreign Relations			
Jett / Dennis C.	Council on Foreign Relations			
Joel / Jennifer Stacey	Council on Foreign Relations			
John / Eric G.	Council on Foreign Relations			
Johns / Lionel Skipwith	Council on Foreign Relations			
Johns / Raymond E. Jr.	Council on Foreign Relations			
Johnson / Darin E. W.	Council on Foreign Relations			
Johnson / James A.	Council on Foreign Relations			m-W
Johnson / James E.	Council on Foreign Relations			
Johnson / Jay L.	Council on Foreign Relations			m-W
Johnson / Jeh Charles	Council on Foreign Relations			
Johnson / Jerry Lavell	Council on Foreign Relations			
Johnson / Karen H.	Council on Foreign Relations			
Johnson / L. Oakley	Council on Foreign Relations			
Johnson / Larry D.	Council on Foreign Relations			
Johnson / Michelle D.	Council on Foreign Relations			
Johnson / Robbin S.	Council on Foreign Relations			
Johnson / Robert W. IV	Council on Foreign Relations			
Johnson / Sheila C.	Council on Foreign Relations			
Johnson / Suzanne Nora	Council on Foreign Relations			f-W
Johnson / Thomas Stephen	Council on Foreign Relations			
Johnson / Todd M.	Council on Foreign Relations			
Johnson / Willene A.	Council on Foreign Relations			
Johnson / Wyatt Thomas	Council on Foreign Relations			
Jones / Alan Kent	Council on Foreign Relations			
Jones / Anita K.	Council on Foreign Relations			f-W
Jones / David L.	Council on Foreign Relations			
Jones / James R.	Council on Foreign Relations			
Jones / Kerri-Ann	Council on Foreign Relations			
Joost / Peter Martin	Council on Foreign Relations			
Jordan / Boris Alexis	Council on Foreign Relations			
Jordan / Eason	Council on Foreign Relations			
Jordan / Robert W.	Council on Foreign Relations			
Jordan / Vernon E. Jr.	Council on Foreign Relations			
Joseph / James A.	Council on Foreign Relations			
Joseph / Richard A.	Council on Foreign Relations			
Josephson / William	Council on Foreign Relations			
Joskow / Paul L.	Council on Foreign Relations			m-W
Joulwan / George A.	Council on Foreign Relations			m-M
Judge / Barbara Thomas	Council on Foreign Relations			
Jumper / John P.	Council on Foreign Relations			m-W
Junz / Helen B.	Council on Foreign Relations			
Juster / Kenneth I.	Council on Foreign Relations			
Kaden / Lewis B.	Council on Foreign Relations			
Kadlec / Robert P.	Council on Foreign Relations			
Kagan / Robert W.	Council on Foreign Relations			
Kahler / Miles	Council on Foreign Relations			
Kahn / Joseph F.	Council on Foreign Relations			
Kahn / Thomas S.	Council on Foreign Relations			
Kaiser / Miranda Margaret	Council on Foreign Relations			
Kaiser / Robert G.	Council on Foreign Relations			
Kalaris / Thomas Llewellyn	Council on Foreign Relations			
Kalb / Bernard	Council on Foreign Relations			
Kalb / Marvin	Council on Foreign Relations			
Kalicki / Jan H.	Council on Foreign Relations			
Kalir / Erez C.	Council on Foreign Relations			
Kallmer / Jonathan S.	Council on Foreign Relations			
Kamarck / Elaine C.	Council on Foreign Relations			
Kamine / Jorge	Council on Foreign Relations			
Kaminsky / Howard	Council on Foreign Relations			
Kampelman / Max M.	Council on Foreign Relations			
Kamsky / Virginia Ann	Council on Foreign Relations			
Kanak / Donald P.	Council on Foreign Relations			
Kanet / Roger E.	Council on Foreign Relations			
Kang / C. S. Eliot	Council on Foreign Relations			
Kang / Jane J.	Council on Foreign Relations			
Kann / Peter R.	Council on Foreign Relations			
Kansteiner / Walter H. III	Council on Foreign Relations			
Kanter / Rosabeth Moss	Council on Foreign Relations			
Kantor / Laurence G.	Council on Foreign Relations			
Kantor / Mickey	Council on Foreign Relations			
Kaplan / Ann F.	Council on Foreign Relations			
Kaplan / Gilbert	Council on Foreign Relations			
Kaplan / Helene L.	Council on Foreign Relations			
Kaplan / Mark N.	Council on Foreign Relations			
Kaplan / Richard N.	Council on Foreign Relations			
Kaplan / Stephen S.	Council on Foreign Relations			
Kapnick / Scott Bancroft	Council on Foreign Relations			
Kapoor / Vikas	Council on Foreign Relations			
Kapp / Robert A.	Council on Foreign Relations			
Kapstein / Ethan B.	Council on Foreign Relations			
Karabell / Zachary	Council on Foreign Relations			
Karalekas / Anne	Council on Foreign Relations			
Karamanian / Susan L.	Council on Foreign Relations			
Karatnycky / Adrian	Council on Foreign Relations			
Karatz / Bruce E.	Council on Foreign Relations			
Karis / Thomas G.	Council on Foreign Relations			
Karl / Jonathan David	Council on Foreign Relations			
Karl / Terry Lynn	Council on Foreign Relations			
Karnow / Stanley	Council on Foreign Relations			
Karns / Margaret P.	Council on Foreign Relations			
Karol / Adam	Council on Foreign Relations			
Karp / Jonathan D.	Council on Foreign Relations			
Karsner / Andy	Council on Foreign Relations			
Kasdin / Robert	Council on Foreign Relations			
Kass / Stephen L.	Council on Foreign Relations			
Kassalow / Jordan S.	Council on Foreign Relations			
Kassinger / Theodore W.	Council on Foreign Relations			
Kassof / Allen H.	Council on Foreign Relations			
Kathwari / Farooq	Council on Foreign Relations			
Katona / Peter	Council on Foreign Relations			
Katz / Abraham	Council on Foreign Relations			
Katz / Daniel Roger	Council on Foreign Relations			
Katz / Robert J.	Council on Foreign Relations			
Katz / Sherman E.	Council on Foreign Relations			
Katz / Stanley N.	Council on Foreign Relations			
Katzenstein / Peter J.	Council on Foreign Relations			
Katzovicz / Roy J.	Council on Foreign Relations			
Kauffman / Richard L.	Council on Foreign Relations			
Kaufman / Daniel J.	Council on Foreign Relations			
